Tim was in the kitchen, ready to make lunch. Tim wanted to make a big bowl of pasta. The pasta box was full. Tim believed the pasta box was full. While Tim was busy cutting vegetables, his little sister came into the kitchen and took some pasta to play with.;Tim sees his sister leaving the kitchen with some pasta in her hand.;Tim does not see his sister leaving the kitchen with some pasta in her hand.;Tim decides to ask his sister to return the pasta.;Tim starts boiling water to cook the pasta.;Does Tim think the pasta box is full or not?;Does Tim want to cook the pasta or ask his sister to return the pasta?;What will Tim do next?;Tim believes the pasta box is not full.;Tim wants to ask his sister to return the pasta.;Tim will ask his sister to return the pasta.;Tim believes the pasta box is full.;Tim wants to cook the pasta.;Tim will start boiling water to cook the pasta.;A bird flies into the kitchen through the open window.;Tim sees the bird.;Tim does not see the bird.;Tim;pasta box;Lack of sight -> Tim was busy cutting vegetables and did not see his sister come into the kitchen.;auto;0
"Ollie was at the beach, having fun with his friends. Ollie wanted to bury a long cable in the sand to make a popular game called ""Find the Treasure"". The cable was smooth and easy to handle. Ollie believed the cable was smooth. While Ollie was busy drawing a map for the game, the cable was left under the hot sun, which made it rough and hard to handle.";Ollie touches the cable and feels it is rough.;Ollie does not touch the cable.;Ollie decides to find a new cable to use.;Ollie starts burying the cable in the sand.;Does Ollie think the cable is smooth or rough?;Does Ollie want to bury the cable or find a new one?;What will Ollie do next?;Ollie believes the cable is rough.;Ollie wants to find a new cable.;Ollie will find a new cable to use.;Ollie believes the cable is smooth.;Ollie wants to bury the cable.;Ollie will start burying the cable in the sand.;A seagull lands near Ollie's group.;Ollie sees the seagull.;Ollie does not see the seagull.;Ollie;Cable;Lack of touch -> Ollie was busy drawing a map and did not touch the cable.;auto;0
Una was at the zoo, watching the hippos. Una wanted to take a picture of the biggest hippo. The hippo was near the water's edge. Una believed the hippo was near the water's edge. As she was zipping her camera bag, the wealthy zoo owner came and led the hippo away for a special show.;Una sees the zoo owner leading the hippo away.;Una does not see the zoo owner leading the hippo away.;Una decides to follow the zoo owner to the special show.;Una plans to take the picture of the hippo near the water's edge.;Does Una think the hippo is near the water's edge or has been led away?;Does Una want to take a picture of the hippo near the water's edge or follow the zoo owner to the special show?;What will Una do next?;Una believes the hippo has been led away.;Una wants to follow the zoo owner to the special show.;Una will follow the zoo owner to the special show.;Una believes the hippo is near the water's edge.;Una wants to take a picture of the hippo near the water's edge.;Una will take the picture of the hippo near the water's edge.;A monkey escapes from its cage and runs past Una.;Una sees the monkey running past.;Una does not see the monkey running past.;Una;The biggest hippo;Una's attention was on her bag -> Una was zipping her camera bag and did not see the zoo owner come and lead the hippo away.;auto;0
Sally was in her room, working on her art project. Sally wanted to design a sculpture out of gum. The gum was very strong. Sally believed the gum was very strong. Over time, while Sally was busy sketching her original design, the gum dried out and became weak.;Sally touches the gum and realizes it has become weak.;Sally does not touch the gum and does not realize it has become weak.;Sally decides to moisten the gum to make it strong again.;Sally starts molding the gum into her design.;Does Sally think the gum is strong or weak?;Does Sally want to moisten the gum or start molding it?;What will Sally do next?;Sally believes the gum is weak.;Sally wants to moisten the gum.;Sally will moisten the gum.;Sally believes the gum is strong.;Sally wants to start molding the gum.;Sally will start molding the gum.;A cat jumps onto Sally's desk and knocks over a cup of water.;Sally sees the cat knock over the water.;Sally does not see the cat knock over the water.;Sally;gum;Lack of touch -> Sally was busy sketching and did not touch the gum.;auto;0
Usha was in her classroom, ready to teach a lesson. Usha wanted to use a flexible ruler to draw straight lines on the board. The ruler was straight. Usha believed the ruler was straight. While Usha was busy marching around the classroom, a student sat on the ruler by mistake, bending it.;Usha sees the student getting up from the ruler.;Usha does not see the student getting up from the ruler.;Usha decides to ask the student to straighten the ruler.;Usha starts drawing lines on the board using the ruler.;Does Usha think the ruler is straight or bent?;Does Usha want to draw lines on the board or ask the student to straighten the ruler?;What will Usha do next?;Usha believes the ruler is bent.;Usha wants to ask the student to straighten the ruler.;Usha will ask the student to straighten the ruler.;Usha believes the ruler is straight.;Usha wants to draw lines on the board.;Usha will start drawing lines on the board using the ruler.;A cat enters the classroom through the open door.;Usha sees the cat.;Usha does not see the cat.;Usha;ruler;Lack of sight -> Usha was busy marching around the classroom and did not see the student sit on the ruler.;auto;0
Abby was in the park, ready to play. Abby wanted to skip with her favorite jumping rope. The rope was bright red. Abby believed the rope was bright red. While Abby was busy looking for a good spot to skip, a dog ran over the rope, dragging it through the mud and making it brown.;Abby sees the dog running away with her rope.;Abby does not see the dog running away with her rope.;Abby decides to wash her rope.;Abby starts skipping with her rope.;Does Abby think the rope is bright red or brown?;Does Abby want to skip with her rope or wash her rope?;What will Abby do next?;Abby believes the rope is brown.;Abby wants to wash her rope.;Abby will wash her rope.;Abby believes the rope is bright red.;Abby wants to skip with her rope.;Abby will start skipping with her rope.;A lonely bird lands on a nearby stick.;Abby sees the bird.;Abby does not see the bird.;Abby;Jumping rope;Lack of sight -> Abby was busy looking for a good spot to skip and did not see the dog run over her rope.;auto;0
Tina was at the fair, having a fun time. Tina wanted to win a big teddy bear at the ring toss game. The ashtray at the game booth was intact. Tina believed the ashtray was intact. While Tina was trying to strike the rings onto the pegs, a fair worker accidentally knocked the ashtray off the counter and it broke.;Tina sees the broken ashtray on the ground.;Tina does not see the broken ashtray on the ground.;Tina decides to help clean up the broken ashtray.;Tina continues to play the ring toss game to win the teddy bear.;Does Tina think the ashtray is intact or broken?;Does Tina want to continue playing the game or help clean up the broken ashtray?;What will Tina do next?;Tina believes the ashtray is broken.;Tina wants to help clean up the broken ashtray.;Tina will help clean up the broken ashtray.;Tina believes the ashtray is intact.;Tina wants to win the teddy bear.;Tina will continue playing the ring toss game.;A clown starts making balloon animals nearby.;Tina sees the clown.;Tina does not see the clown.;Tina;ashtray;Lack of sight -> Tina was focused on the ring toss game and did not see the worker knock the ashtray.;auto;0
Quin was at the park, playing with his dog. Quin wanted to give his dog a treat. The dog treat was very tasty. Quin believed the dog treat was very tasty. As Quin was busy playing with his dog and ignoring the ants nearby, the ants crawled over the treat, leaving a bitter taste on it.;Quin sees the ants crawling over the treat.;Quin does not see the ants crawling over the treat.;Quin decides to get a new treat for his dog.;Quin tries to give the treat to his dog.;Does Quin think the dog treat is tasty or bitter?;Does Quin want to give the treat to his dog or get a new treat?;What will Quin do next?;Quin believes the dog treat is bitter.;Quin wants to get a new treat for his dog.;Quin will get a new treat for his dog.;Quin believes the dog treat is tasty.;Quin wants to give the treat to his dog.;Quin will try to give the treat to his dog.;A curious squirrel comes over to Quin and his dog.;Quin sees the squirrel.;Quin does not see the squirrel.;Quin;dog treat;Lack of sight -> Quin was busy playing with his dog and did not see the ants crawl over the treat.;auto;0
Ollie was at the park, looking up at the sky. Ollie wanted to see a cloud that looked like a bunny. The sky was clear and blue. Ollie believed the sky was clear and blue. While Ollie was busy making a sandcastle, a big cloud slowly moved across the sky.;Ollie looks up and sees the big cloud in the sky.;Ollie does not look up and does not see the big cloud in the sky.;Ollie decides to imagine the cloud as a big bunny.;Ollie continues to make his sandcastle and waits for a cloud to appear.;Does Ollie believe the sky is clear or has a big cloud?;Does Ollie want to continue making his sandcastle or imagine the cloud as a bunny?;What will Ollie do next?;Ollie believes the sky has a big cloud.;Ollie wants to imagine the cloud as a big bunny.;Ollie will imagine the cloud as a big bunny.;Ollie believes the sky is clear.;Ollie wants to continue making his sandcastle.;Ollie will continue making his sandcastle.;A butterfly lands on Ollie's sandcastle.;Ollie sees the butterfly.;Ollie does not see the butterfly.;Ollie;The sky;Lack of sight -> Ollie was busy making a sandcastle and did not see the cloud move across the sky.;auto;0
Ella was at home, ready to start her day. Ella wanted to eat a piece of pie for breakfast. The pie was fresh. Ella believed the pie was fresh. While Ella was in the shower, her dog came into the kitchen and licked the pie.;Ella sees her dog leaving the kitchen with pie crumbs on his snout.;Ella does not see her dog leaving the kitchen with pie crumbs on his snout.;Ella decides to make a new pie.;Ella starts to cut a piece of pie.;Does Ella think the pie is fresh or spoiled?;Does Ella want to eat the pie or make a new one?;What will Ella do next?;Ella believes the pie is spoiled.;Ella wants to make a new pie.;Ella will make a new pie.;Ella believes the pie is fresh.;Ella wants to eat the pie.;Ella will cut a piece of pie.;A distant sound of a car horn is heard.;Ella hears the car horn.;Ella does not hear the car horn.;Ella;Pie;Lack of sight -> Ella was in the shower and did not see her dog come into the kitchen.;auto;0
Wendy was in her room, playing with her toys. Wendy wanted to clean her favorite toy, a soft bear. The bear smelled nice. Wendy believed the bear smelled nice. While Wendy was busy drawing, her dog came into the room and licked the bear.;Wendy sees her dog licking the bear.;Wendy does not see her dog licking the bear.;Wendy decides to wipe the bear with a wet cloth.;Wendy continues to play with the bear.;Does Wendy think the bear smells nice or not?;Does Wendy want to continue playing with the bear or wipe it with a wet cloth?;What will Wendy do next?;Wendy believes the bear does not smell nice.;Wendy wants to wipe the bear with a wet cloth.;Wendy will wipe the bear with a wet cloth.;Wendy believes the bear smells nice.;Wendy wants to continue playing with the bear.;Wendy will continue to play with the bear.;A butterfly flies into the room through the open window.;Wendy sees the butterfly.;Wendy does not see the butterfly.;Wendy;Bear;Lack of sight -> Wendy was busy drawing and did not see her dog lick the bear.;auto;0
Nia was in her room, doing her math homework. Nia wanted to finish her homework fast so she could play. The math book was on her desk. Nia believed the math book was on her desk. While Nia went to the kitchen to get a cold drink, her dog, Spot, entered her room and moved the math book to his bed.;Nia sees her math book on Spot's bed.;Nia does not see her math book on Spot's bed.;Nia decides to take her math book from Spot's bed.;Nia plans to continue doing her math homework.;Does Nia think the math book is on her desk or on Spot's bed?;Does Nia want to continue doing her math homework or retrieve her math book from Spot's bed?;What will Nia do next?;Nia believes the math book is on Spot's bed.;Nia wants to retrieve her math book from Spot's bed.;Nia will take her math book from Spot's bed.;Nia believes the math book is on her desk.;Nia wants to continue doing her math homework.;Nia will continue doing her math homework.;A squirrel runs across the yard, visible from Nia's window.;Nia sees the squirrel.;Nia does not see the squirrel.;Nia;Math book;Lack of sight -> Nia was in the kitchen and did not see Spot move the book.;auto;0
Molly was at a peaceful park, sitting under a tree. Molly wanted to read her new book. The book was okay strong. Molly believed the book was okay strong. While Molly was busy warning a squirrel not to come near her food, a group of kids started playing soccer nearby and the ball hit her book, making it weak.;Molly sees the kids playing soccer and the ball hitting her book.;Molly does not see the kids playing soccer and the ball hitting her book.;Molly decides to tell the kids to play farther away.;Molly starts reading her book.;Does Molly think her book is okay strong or weak?;Does Molly want to read her book or tell the kids to play farther away?;What will Molly do next?;Molly believes her book is weak.;Molly wants to tell the kids to play farther away.;Molly will tell the kids to play farther away.;Molly believes her book is okay strong.;Molly wants to read her book.;Molly will start reading her book.;A dog runs through the park chasing a frisbee.;Molly sees the dog.;Molly does not see the dog.;Molly;book;Lack of sight -> Molly was busy warning a squirrel and did not see the kids playing soccer.;auto;0
Molly was in the swamp, looking for frogs. Molly wanted to catch a charming green frog for her school project. The lid of her frog jar was tightly twisted. Molly believed the lid was tightly twisted. As Molly was bouncing on the swampy ground to reach a frog, a raccoon sneaked up to the jar and untwisted the lid, curious to see what's inside.;Molly sees the raccoon playing with her jar.;Molly does not see the raccoon playing with her jar.;Molly decides to chase away the raccoon.;Molly plans to catch the charming green frog.;Does Molly think the jar lid is tightly twisted or untwisted?;Does Molly want to chase away the raccoon or catch the charming green frog?;What will Molly do next?;Molly believes the jar lid is untwisted.;Molly wants to chase away the raccoon.;Molly will chase away the raccoon.;Molly believes the jar lid is tightly twisted.;Molly wants to catch the charming green frog.;Molly will try to catch the charming green frog.;A loud thunder sound is heard in the distance.;Molly hears the thunder sound.;Molly does not hear the thunder sound.;Molly;Jar lid;Lack of sight -> Molly was focused on catching the frog and did not see the raccoon.;auto;0
Pete was at the park, watching his furry kite fly. Pete wanted to fly his kite higher than the trees. The string on Pete's kite was untied. Pete believed the string on his kite was untied. While Pete was busy watching a train pass by, a squirrel ran up and knotted the string of his kite.;Pete sees the squirrel running away from his kite.;Pete does not see the squirrel running away from his kite.;Pete decides to untie the knot on his kite string.;Pete tries to fly his kite higher.;Does Pete think the string on his kite is untied or knotted?;Does Pete want to untie the knot on his kite string or fly his kite higher?;What will Pete do next?;Pete believes the string on his kite is knotted.;Pete wants to untie the knot on his kite string.;Pete will untie the knot on his kite string.;Pete believes the string on his kite is untied.;Pete wants to fly his kite higher.;Pete will try to fly his kite higher.;A dog chases a ball across the park.;Pete sees the dog.;Pete does not see the dog.;Pete;Kite string;Lack of sight -> Pete was watching the train and did not see the squirrel knot the string.;auto;0
Fiona was at the park with her family, getting ready for a picnic. Fiona wanted to have a successful dinner at the park. The picnic basket was full. Fiona believed the picnic basket was full. While Fiona was busy loading the car with other stuff, the family dog, Spot, came and ate some of the food from the picnic basket.;Fiona sees Spot licking his lips near the picnic basket.;Fiona does not see Spot licking his lips near the picnic basket.;Fiona decides to go back home to get more food.;Fiona starts driving to the park for the picnic.;Does Fiona think the picnic basket is full or not?;Does Fiona want to go to the park for the picnic or go back home to get more food?;What will Fiona do next?;Fiona believes the picnic basket is not full.;Fiona wants to go back home to get more food.;Fiona will go back home to get more food.;Fiona believes the picnic basket is full.;Fiona wants to go to the park for the picnic.;Fiona will start driving to the park for the picnic.;A butterfly lands on Fiona's shoulder.;Fiona sees the butterfly.;Fiona does not see the butterfly.;Fiona;picnic basket;Lack of sight -> Fiona was busy loading the car and did not see Spot come and eat the food.;auto;0
Nia was in the park, drawing pictures. Nia wanted to make a creative picture of a leaf. The leaf was green and big. Nia believed the leaf was green and big. While Nia was busy drawing, a squirrel came and flipped the leaf over to the other side, revealing its lighter underside.;Nia sees the squirrel flipping the leaf.;Nia does not see the squirrel flipping the leaf.;Nia decides to draw the leaf as it is now, with its lighter underside showing.;Nia continues to draw the leaf as it was, green and big.;Does Nia think the leaf is green and big or light and flipped?;Does Nia want to draw the leaf as it is now or as it was?;What will Nia do next?;Nia believes the leaf is light and flipped.;Nia wants to draw the leaf as it is now.;Nia will draw the leaf as it is now.;Nia believes the leaf is green and big.;Nia wants to draw the leaf as it was.;Nia will continue to draw the leaf as it was.;A dog runs through the park, chasing a ball.;Nia sees the dog.;Nia does not see the dog.;Nia;Leaf;Lack of sight -> Nia was busy drawing and did not see the squirrel flip the leaf.;auto;0
Tina was in her room, getting ready for a party. Tina wanted to wear her new dress. The dress was hanging on the stair railing. Tina believed the dress was hanging on the stair railing. While Tina was taking a shower, her big brother lifted the dress to make space for his gym bag.;Tina sees her brother leaving the room with his gym bag.;Tina does not see her brother leaving the room with his gym bag.;Tina decides to ask her brother where he put the dress.;Tina plans to wear the dress to the party.;Does Tina think the dress is hanging on the stair railing or not?;Does Tina want to wear the dress to the party or ask her brother where he put the dress?;What will Tina do next?;Tina believes the dress is not hanging on the stair railing.;Tina wants to ask her brother where he put the dress.;Tina will ask her brother where he put the dress.;Tina believes the dress is hanging on the stair railing.;Tina wants to wear the dress to the party.;Tina will wear the dress to the party.;A cat jumps onto the bed and starts playing with a ball of yarn.;Tina sees the cat playing.;Tina does not see the cat playing.;Tina;Dress;Lack of sight -> Tina was in the shower and did not see her brother move the dress.;auto;0
Kira was at the park, playing with her toy car on a rough path. Kira wanted to race her toy car down the hill. The toy car was still. Kira believed the toy car was still. As Kira was busy asking her mom to permit her to race the car, a squirrel ran past and nudged the toy car, setting it in motion.;Kira sees the squirrel running away.;Kira does not see the squirrel running away.;Kira decides to chase after her moving toy car.;Kira prepares to push her toy car down the hill.;Does Kira think her toy car is still or moving?;Does Kira want to chase after her moving toy car or push her toy car down the hill?;What will Kira do next?;Kira believes her toy car is moving.;Kira wants to chase after her moving toy car.;Kira will chase after her moving toy car.;Kira believes her toy car is still.;Kira wants to push her toy car down the hill.;Kira will prepare to push her toy car down the hill.;A butterfly lands on a flower nearby.;Kira sees the butterfly.;Kira does not see the butterfly.;Kira;Toy car;Lack of sight -> Kira was talking to her mom and did not see the squirrel nudge her toy car.;auto;0
Nora was standing on the side of a busy street. Nora wanted to catch a taxi to go home. The taxi light was off. Nora believed the taxi light was off. As Nora was leaning down to tie her shoe, a passenger got out of the taxi and the driver turned the taxi light on.;Nora sees the light on the taxi turn on.;Nora does not see the light on the taxi turn on.;Nora decides to wave at the taxi to stop it.;Nora continues to wait for an available taxi.;Does Nora think the taxi light is off or on?;Does Nora want to wave at the taxi or continue waiting?;What will Nora do next?;Nora believes the taxi light is on.;Nora wants to wave at the taxi.;Nora will wave at the taxi.;Nora believes the taxi light is off.;Nora wants to continue waiting for an available taxi.;Nora will continue to wait for an available taxi.;A thick cloud covers the sun.;Nora sees the cloud.;Nora does not see the cloud.;Nora;Taxi light;Lack of sight -> Nora was leaning down to tie her shoe and did not see the light turn on.;auto;0
Harry was at the race track, ready to drive his big racing car. Harry wanted to speed around the track as fast as he could. The car's motor was working well. Harry believed the car's motor was working well. While Harry was putting on his helmet, a mechanic accidentally knocked a tool into the motor, breaking a part inside.;Harry sees the mechanic standing near his car looking worried.;Harry does not see the mechanic standing near his car looking worried.;Harry decides to ask the mechanic what happened.;Harry gets into his car to start the race.;Does Harry think his car's motor is working well or broken?;Does Harry want to start the race or ask the mechanic what happened?;What will Harry do next?;Harry believes his car's motor is broken.;Harry wants to ask the mechanic what happened.;Harry will ask the mechanic what happened.;Harry believes his car's motor is working well.;Harry wants to start the race.;Harry will get into his car to start the race.;A bird lands on the race track.;Harry sees the bird.;Harry does not see the bird.;Harry;Car's motor;Lack of sight -> Harry was putting on his helmet and didn't see the mechanic knock the tool into the motor.;auto;0
Sam was in his bed, ready for sleep. Sam wanted his mom to read him a story. The story book was new. Sam believed the story book was new. While Sam was sleeping, his older brother came and read the book, spoiling its newness by folding the corners of the pages.;Sam wakes up and sees the story book with folded corners.;Sam does not wake up and does not see the story book with folded corners.;Sam decides to tell his mom about the spoiled story book.;Sam wakes up and asks his mom to read him the story.;Does Sam think the story book is new or spoiled?;Does Sam want his mom to read him the story or tell his mom about the spoiled story book?;What will Sam do next?;Sam believes the story book is spoiled.;Sam wants to tell his mom about the spoiled story book.;Sam will tell his mom about the spoiled story book.;Sam believes the story book is new.;Sam wants his mom to read him the story.;Sam will ask his mom to read him the story.;A cat jumps onto the bed.;Sam wakes up and sees the cat.;Sam does not wake up and does not see the cat.;Sam;Story book;Lack of sight -> Sam was sleeping and did not see his brother come into the room.;auto;0
Sally was in her room, sitting at her desk. Sally wanted to finish her homework. The desk was clean. Sally believed the desk was clean. While Sally was feeling sleepy and taking a nap, her little brother came into the room and scattered his toys all over the desk.;Sally wakes up and sees her brother leaving the room with his toys.;Sally does not see her brother leaving the room with his toys.;Sally decides to clean the desk before continuing her homework.;Sally plans to sign her completed homework and put it in her school bag.;Does Sally think the desk is clean or messy?;Does Sally want to continue her homework or clean the desk?;What will Sally do next?;Sally believes the desk is messy.;Sally wants to clean the desk.;Sally will clean the desk before continuing her homework.;Sally believes the desk is clean.;Sally wants to finish her homework.;Sally will sign her completed homework and put it in her school bag.;A cat jumps onto the window sill and meows loudly.;Sally hears the cat meowing.;Sally does not hear the cat meowing.;Sally;Desk;Lack of sight -> Sally was sleeping and did not see her brother come into the room.;auto;0
Ruth was in her bedroom, playing with her toys. Ruth wanted to clean up her messy table. The table was full of toys. Ruth believed the table was full of toys. While Ruth was busy telling her toys to ""go to bed"", her mom came into the room and tidied up the table.";Ruth sees her mom leaving the room with the toys in her hand.;Ruth does not see her mom leaving the room with the toys in her hand.;Ruth decides to thank her mom for cleaning up the table.;Ruth starts picking up the toys to clean the table.;Does Ruth think the table is full of toys or not?;Does Ruth want to clean the table or thank her mom for cleaning up?;What will Ruth do next?;Ruth believes the table is not full of toys.;Ruth wants to thank her mom for cleaning up.;Ruth will thank her mom for cleaning up.;Ruth believes the table is full of toys.;Ruth wants to clean the table.;Ruth will start picking up the toys to clean the table.;A cat jumps onto the window sill.;Ruth sees the cat.;Ruth does not see the cat.;Ruth;table;Lack of sight -> Ruth was busy playing with her toys and did not see her mom come into the room.;auto;0
Wanda was in the quiet park, sitting on a bench. Wanda wanted to enjoy her lunch. The fork she brought was shiny and clean. Wanda believed her fork was shiny and clean. While Wanda was busy accepting a phone call, a playful squirrel ran by and buried the fork under some leaves.;Wanda sees the squirrel running away with something shiny in its mouth.;Wanda does not see the squirrel running away with something shiny in its mouth.;Wanda decides to look for another fork in her bag.;Wanda starts to eat her lunch with her fork.;Does Wanda think her fork is shiny and clean or buried under leaves?;Does Wanda want to eat her lunch with her fork or look for another fork in her bag?;What will Wanda do next?;Wanda believes her fork is buried under leaves.;Wanda wants to look for another fork in her bag.;Wanda will look for another fork in her bag.;Wanda believes her fork is shiny and clean.;Wanda wants to eat her lunch with her fork.;Wanda will start to eat her lunch with her fork.;A dog starts barking loudly at the other end of the park.;Wanda hears the dog barking.;Wanda does not hear the dog barking.;Wanda;Fork;Lack of sight -> Wanda was busy on her phone and did not see the squirrel bury her fork.;auto;0
Iris was in her room, playing with her toys. Iris wanted to dress her doll in new clothes. The clothes box was full of many pretty dresses. Iris believed the clothes box was full of many pretty dresses. While Iris was busy playing, her mom came into the room and took some clothes to wash.;Iris sees her mom leaving the room with some clothes in her hand.;Iris does not see her mom leaving the room with some clothes in her hand.;Iris decides to ask her mom to return the clothes.;Iris continues to play dress-up with her doll.;Does Iris think the clothes box is full or not?;Does Iris want to continue playing or ask her mom to return the clothes?;What will Iris do next?;Iris believes the clothes box is not full.;Iris wants to ask her mom to return the clothes.;Iris will ask her mom to return the clothes.;Iris believes the clothes box is full.;Iris wants to continue playing dress-up.;Iris will continue to play dress-up with her doll.;A cat jumps onto the window sill.;Iris sees the cat.;Iris does not see the cat.;Iris;clothes box;Lack of sight -> Iris was busy playing and did not see her mom come into the room.;auto;0
Tara was in the park, sitting under a big tree. Tara wanted to read her new book in the peaceful open air. The tree was standing tall and firm. Tara believed the tree was standing tall and firm. As Tara was busy trying to explain a story from her book to her friend over the phone, a woodpecker started pecking at the tree, making it shake a bit.;Tara sees the woodpecker pecking at the tree.;Tara does not see the woodpecker pecking at the tree.;Tara decides to move to another tree.;Tara continues reading her book under the tree.;Does Tara think the tree is standing tall and firm or shaking a bit?;Does Tara want to continue reading under the tree or move to another tree?;What will Tara do next?;Tara believes the tree is shaking a bit.;Tara wants to move to another tree.;Tara will move to another tree.;Tara believes the tree is standing tall and firm.;Tara wants to continue reading her book under the tree.;Tara will continue reading her book under the tree.;A squirrel runs across the park.;Tara sees the squirrel.;Tara does not see the squirrel.;Tara;tree;Lack of sight -> Tara was busy talking on the phone and did not see the woodpecker.;auto;0
Sam was at the park on a hot day. Sam wanted to cool down with a cold drink. His water bottle was full. Sam believed his water bottle was full. While Sam was busy trying to succeed in a game of catch with his friends, the heat of the sun made the ice in his water bottle melt.;Sam sees his water bottle and notices that the ice has melted.;Sam does not see his water bottle and does not notice that the ice has melted.;Sam decides to find a water fountain to fill up his water bottle.;Sam plans to take a break and drink from his water bottle.;Does Sam think his water bottle is full or empty?;Does Sam want to drink from his water bottle or find a water fountain to fill it up?;What will Sam do next?;Sam believes his water bottle is empty.;Sam wants to find a water fountain to fill up his water bottle.;Sam will find a water fountain to fill up his water bottle.;Sam believes his water bottle is full.;Sam wants to drink from his water bottle.;Sam will take a break and drink from his water bottle.;A dog runs past Sam and his friends.;Sam sees the dog running past.;Sam does not see the dog running past.;Sam;water bottle;Lack of sight -> Sam was focused on the game and did not see the ice in his water bottle melting.;auto;0
Ike was at school, sitting in a boring lecture. Ike wanted to doodle on his notebook to pass the time. The ink pen was full of ink. Ike believed the ink pen was full of ink. While Ike was struggling to stay awake, his friend bumped into his desk, causing the ink pen to spill ink all over the notebook.;Ike sees the ink spilled all over his notebook.;Ike does not see the ink spilled all over his notebook.;Ike decides to clean up the spilled ink with a tissue.;Ike starts to doodle on his notebook.;Does Ike think the ink pen is full of ink or spilled?;Does Ike want to doodle on his notebook or clean up the spilled ink?;What will Ike do next?;Ike believes the ink pen has spilled.;Ike wants to clean up the spilled ink.;Ike will clean up the spilled ink.;Ike believes the ink pen is full of ink.;Ike wants to doodle on his notebook.;Ike will start to doodle on his notebook.;A weird sound comes from the back of the lecture hall.;Ike hears the weird sound.;Ike does not hear the weird sound.;Ike;Ink pen;Lack of sight -> Ike was struggling to stay awake and did not see his friend bump into his desk.;auto;0
Ella was in her room, ready to paint a picture. Ella wanted to paint a gem she found in the garden. The gem was on the table. Ella believed the gem was on the table. While Ella was busy mixing paints, her cat jumped on the table and knocked the gem onto the floor.;Ella sees her cat jump off the table.;Ella does not see her cat jump off the table.;Ella decides to pick up the gem from the floor.;Ella starts painting the gem.;Does Ella think the gem is on the table or on the floor?;Does Ella want to paint the gem or pick it up from the floor?;What will Ella do next?;Ella believes the gem is on the floor.;Ella wants to pick up the gem from the floor.;Ella will pick up the gem from the floor.;Ella believes the gem is on the table.;Ella wants to paint the gem.;Ella will start painting the gem.;The lights in the room flicker.;Ella sees the lights flicker.;Ella does not see the lights flicker.;Ella;gem;Lack of sight -> Ella was busy mixing paints and did not see her cat jump on the table.;auto;0
Kate was in the garden, looking at her flowers. Kate wanted to admire the big red rose she had been taking care of. The rose was in full bloom. Kate believed the rose was in full bloom. While Kate was inside the house getting her camera, a hungry deer came into the garden and ate the rose.;Kate sees the deer in the garden.;Kate does not see the deer in the garden.;Kate decides to scare the deer away.;Kate starts taking pictures of the rose.;Does Kate think the rose is in full bloom or has it been eaten?;Does Kate want to take pictures of the rose or scare the deer away?;What will Kate do next?;Kate believes the rose has been eaten.;Kate wants to scare the deer away.;Kate will scare the deer away.;Kate believes the rose is in full bloom.;Kate wants to take pictures of the rose.;Kate will start taking pictures of the rose.;A butterfly lands on a nearby flower.;Kate sees the butterfly.;Kate does not see the butterfly.;Kate;rose;Lack of sight -> Kate was inside the house and did not see the deer come into the garden.;auto;0
Ben was at the beach, playing in a sandcastle contest. Ben wanted to win the contest with his impressive sandcastle. The tide was far away. Ben believed the tide was far away. As Ben was busy building his sandcastle, the moon rose higher in the sky and the tide began to creep closer.;Ben sees the tide coming closer.;Ben does not see the tide coming closer.;Ben decides to move his sandcastle to a safer spot.;Ben continues building his sandcastle.;Does Ben think the tide is far away or close?;Does Ben want to continue building his sandcastle or move it to a safer spot?;What will Ben do next?;Ben believes the tide is close.;Ben wants to move his sandcastle to a safer spot.;Ben will move his sandcastle to a safer spot.;Ben believes the tide is far away.;Ben wants to continue building his sandcastle.;Ben will continue building his sandcastle.;A seagull lands nearby.;Ben sees the seagull.;Ben does not see the seagull.;Ben;tide;Lack of sight -> Ben was busy building his sandcastle and did not see the tide coming in.;auto;0
Zoe was in the park, ready to do her daily exercise. Zoe wanted to do a set number of sit-ups. The grass was dry and good to sit on. Zoe believed the grass was dry. While Zoe was busy counting her sit-ups, a nearby sprinkler turned on, wetting the grass.;Zoe sees the sprinkler spraying water on the grass.;Zoe does not see the sprinkler spraying water on the grass.;Zoe decides to move to a different spot in the park to continue her exercise.;Zoe continues to do her sit-ups on the grass.;Does Zoe think the grass is dry or wet?;Does Zoe want to continue her sit-ups on the grass or move to a different spot?;What will Zoe do next?;Zoe believes the grass is wet.;Zoe wants to move to a different spot to continue her exercise.;Zoe will move to a different spot to continue her exercise.;Zoe believes the grass is dry.;Zoe wants to continue her sit-ups on the grass.;Zoe will continue to do her sit-ups on the grass.;A dog runs past Zoe, chasing a ball.;Zoe sees the dog.;Zoe does not see the dog.;Zoe;grass;Lack of sight -> Zoe was busy doing her sit-ups and did not see the sprinkler turn on.;auto;0
